Time,HR,BR,Posture,Activity
1358763720432,119.55,17.950000000000003,-10.05,0.21049999999999996
1358763780432,99.75,19.495,-12.75,0.056999999999999905
1358763900432,104.73333333333333,32.58000000000001,-7.916666666666667,0.15866666666666662
1358763960432,101.46666666666667,25.181666666666665,-10.816666666666666,0.25816666666666666
1358764020432,101.45,23.246666666666666,-12.333333333333334,0.11399999999999996
1358764080432,96.21666666666667,20.54,-13.8,0.06999999999999997
1358764140432,98.7,27.276666666666664,-12.583333333333334,0.12983333333333327
1358764260432,97.9,22.045000000000005,-13.25,0.16800000000000004
1358764380432,97.95,21.950000000000003,-5.183333333333334,0.16233333333333336
1358764440432,96.13333333333334,18.848333333333333,-0.6166666666666667,0.06099999999999988
1358764560432,108.63333333333334,32.42666666666666,-10.316666666666666,0.28300000000000003
1358764620432,103.1,23.404999999999998,-10.833333333333334,0.11933333333333329
1358764680432,100.2,28.53333333333334,-10.133333333333333,0.22799999999999987
1358764740432,111.06666666666666,34.18333333333332,-3.3,0.30066666666666664
1358764800432,110.3,26.015000000000004,4.016666666666667,0.10799999999999997
1358764860432,110.11666666666666,26.356666666666694,0.2,0.11883333333333335
1358764920432,113.83333333333333,26.30666666666667,1.85,0.24450000000000002
1358764980432,135.31666666666666,28.06,5.633333333333334,0.2873333333333334
1358765040432,143.51666666666668,20.223333333333336,1.6,0.24300000000000008
1358765100432,125.48333333333333,12.745000000000001,-6.7,0.11799999999999998
1358765160432,106.38333333333334,24.655000000000005,-7.65,0.10200000000000002
1358765220432,142.2,26.961666666666684,-1.45,0.22533333333333336
1358765280432,152.43333333333334,15.501666666666669,5.116666666666666,0.2999999999999999
1358765400432,136.68333333333334,26.088333333333328,8.85,0.2903333333333332
1358765460432,134.23333333333332,25.72166666666666,-7.183333333333334,0.1943333333333333
1358765520432,115.2,21.480000000000004,-10.233333333333333,0.04499999999999997
1358765580432,109.26666666666667,22.181666666666665,-12.066666666666666,0.13616666666666657
1358765700432,99.95,20.715,-14.583333333333334,0.02150000000000001
1358765760432,97.7,25.37833333333333,-13.966666666666667,0.03333333333333335
1358765820432,99.11666666666666,20.81666666666666,-14.8,0.01800000000000001
1358765880432,97.76666666666667,15.70833333333333,-8.833333333333334,0.048833333333333305
1358766000432,99.13333333333334,20.23833333333333,-11.233333333333333,0.04216666666666666
1358766060432,100.6,23.988333333333326,-10.583333333333334,0.06783333333333331
1358766120432,113.05,28.978333333333318,-7.583333333333333,0.26016666666666666
1358766180432,121.2,37.16166666666666,-5.666666666666667,0.3341666666666666
1358766300432,111.86666666666666,23.576666666666664,3.8833333333333333,0.10983333333333332
1358766360432,113.01666666666667,22.70833333333333,-5.016666666666667,0.1606666666666667
1358766420432,128.06666666666666,27.528333333333347,-5.5,0.18383333333333335
1358766480432,136.21666666666667,30.779999999999998,6.0,0.27933333333333327
1358766540432,123.85,13.399999999999995,-6.066666666666666,0.18883333333333327
1358766600432,91.45,20.356666666666673,-15.266666666666667,0.020333333333333346
1358766660432,86.21666666666667,22.83,-16.233333333333334,0.01133333333333334
1358766720432,86.93333333333334,22.278333333333332,-15.833333333333334,0.010166666666666673
1358766840432,107.3,24.188333333333333,33.0,0.21016666666666664
1358766900432,123.96666666666667,17.573333333333338,-9.7,0.11366666666666661
1358767020432,130.86666666666667,11.204999999999993,-3.9833333333333334,0.13833333333333322
1358767080432,165.35,15.201666666666664,-1.5333333333333334,0.1595
1358767140432,198.7,16.779999999999998,-1.0166666666666666,0.23716666666666664
1358767200432,171.88333333333333,18.456666666666674,-6.133333333333334,0.09349999999999994
1358767320432,109.48333333333333,21.146666666666665,-5.2,0.10800000000000001
1358767440432,146.5,19.201666666666654,9.35,0.29183333333333333
1358767500432,139.75,15.281666666666666,-1.55,0.2156666666666667
1358767560432,113.16666666666667,12.663333333333327,-17.833333333333332,0.07249999999999994
1358767680432,95.5,24.675000000000004,-19.666666666666668,0.03250000000000001
1358767740432,98.26666666666667,21.811666666666657,-19.75,0.03766666666666664
1358767800432,107.75,28.35166666666668,-6.933333333333334,0.13100000000000003
1358767860432,124.7,15.240000000000004,10.083333333333334,0.1988333333333333
1358767920432,133.75,17.555000000000007,-3.0166666666666666,0.15300000000000002
1358767980432,147.46666666666667,19.846666666666675,7.133333333333334,0.23649999999999993
1358768040432,146.73333333333332,7.558333333333334,-8.183333333333334,0.16866666666666666
1358768100432,150.4,22.154999999999994,-5.166666666666667,0.17566666666666675
1358768160432,137.2,18.90833333333334,-1.2666666666666666,0.2336666666666666
1358768280432,102.28333333333333,25.776666666666667,-11.783333333333333,0.02233333333333334
1358768340432,99.73333333333333,25.008333333333322,-11.766666666666667,0.01750000000000001
1358768400432,96.43333333333334,20.564999999999994,-12.8,0.015666666666666676
1358768460432,102.46666666666667,20.98333333333334,-9.466666666666667,0.0838333333333333
1358768520432,120.08333333333333,22.763333333333332,27.383333333333333,0.23833333333333326
1358768580432,135.53333333333333,17.87833333333333,4.4,0.2371666666666667
1358768640432,133.06666666666666,15.616666666666665,-6.35,0.08549999999999992
1358768700432,137.23333333333332,31.823333333333323,6.433333333333334,0.27766666666666656
1358768760432,147.16666666666666,20.598333333333343,16.216666666666665,0.28016666666666673
1358768820432,137.53333333333333,15.81833333333333,-5.833333333333333,0.1751666666666667
1358768880432,119.98333333333333,8.89666666666667,-14.916666666666666,0.12283333333333328
1358768940432,99.7,17.908333333333335,-16.7,0.024000000000000014
1358769000432,101.83333333333333,22.986666666666665,-17.833333333333332,0.03266666666666669
1358769060432,96.03333333333333,22.57333333333333,-14.733333333333333,0.021833333333333347
1358769180432,120.01666666666667,23.92,19.433333333333334,0.23983333333333334
1358769240432,134.35,27.361666666666675,-0.5666666666666667,0.21549999999999997
1358769300432,135.93333333333334,19.899999999999995,-2.2666666666666666,0.15116666666666675
1358769360432,131.46666666666667,18.723333333333333,0.6666666666666666,0.26033333333333336
1358769480432,126.56666666666666,30.845000000000006,-8.6,0.26983333333333337
1358769540432,115.75,30.066666666666663,-11.95,0.1926666666666667
1358769600432,110.81666666666666,30.28666666666667,-10.216666666666667,0.10866666666666668
1358769660432,107.18333333333334,16.679999999999993,-5.95,0.09549999999999996
1358769720432,102.01666666666667,23.16,-2.6,0.082
1358769780432,109.0,17.02,-9.366666666666667,0.19433333333333339
1358769840432,105.23333333333333,22.191666666666666,-6.016666666666667,0.12216666666666667
1358769960432,106.23333333333333,23.55166666666666,4.566666666666666,0.17116666666666658
1358770020432,99.13333333333334,20.77499999999999,8.7,0.05783333333333333
1358770080432,99.0,22.75833333333332,2.6,0.04233333333333332
1358770200432,98.06666666666666,17.39333333333333,16.183333333333334,0.01950000000000001
1358770260432,99.41666666666667,18.473333333333336,7.566666666666666,0.05116666666666663
1358770320432,98.31666666666666,18.49833333333333,16.533333333333335,0.014500000000000008
1358770380432,100.3,21.34333333333333,19.133333333333333,0.019666666666666676
1358770440432,102.93333333333334,24.965,9.316666666666666,0.09033333333333331
1358770500432,104.58333333333333,22.213333333333345,13.716666666666667,0.1134999999999999
1358770560432,102.01666666666667,14.388333333333334,-9.516666666666667,0.07549999999999996
1358770620432,103.43333333333334,23.18666666666667,-5.566666666666666,0.07783333333333334
1358770680432,101.83333333333333,18.61666666666668,-2.1333333333333333,0.06549999999999996
1358770740432,104.96666666666667,20.42166666666667,-2.216666666666667,0.09499999999999997
1358770800432,99.98333333333333,25.886666666666688,4.483333333333333,0.04566666666666663
1358770860432,98.26666666666667,22.36499999999999,3.8666666666666667,0.060833333333333336
1358770920432,99.83333333333333,23.79666666666667,7.1,0.04400000000000002
1358770980432,101.93333333333334,20.120000000000005,-9.433333333333334,0.0763333333333333
1358771100432,91.93333333333334,21.263333333333332,-28.033333333333335,0.014166666666666676
1358771160432,90.51666666666667,21.02833333333332,-29.0,0.013500000000000009
1358771220432,92.08333333333333,19.338333333333328,-26.066666666666666,0.019666666666666673
1358771280432,90.9,21.411666666666672,-17.066666666666666,0.021666666666666678
1358771400432,92.93333333333334,20.989999999999995,-26.016666666666666,0.031000000000000017
1358771460432,91.96666666666667,16.03833333333333,-30.25,0.02716666666666668
1358771520432,91.43333333333334,16.453333333333337,-25.3,0.01283333333333334
1358771580432,90.81666666666666,17.423333333333332,-25.816666666666666,0.018333333333333344
1358771640432,92.71666666666667,17.230000000000008,-21.4,0.04133333333333326
1358771700432,90.08333333333333,20.603333333333328,-20.933333333333334,0.02133333333333335
1358771760432,90.65,18.101666666666677,-20.983333333333334,0.020166666666666676
1358771820432,91.2,17.96499999999999,-11.0,0.03816666666666665
1358771880432,99.08333333333333,11.548333333333328,1.3333333333333333,0.03766666666666665
1358771940432,94.06666666666666,15.778333333333334,8.85,0.06283333333333335
1358772000432,92.31666666666666,17.19666666666667,10.75,0.035666666666666666
1358772060432,94.68333333333334,9.094999999999995,0.6166666666666667,0.06883333333333325
1358772120432,93.1,13.71333333333333,12.533333333333333,0.04233333333333331
