Time,HR,BR,Posture,Activity
1358772180432,95.65,21.176666666666662,6.616666666666666,0.05283333333333332
1358772240432,93.06666666666666,16.656666666666666,0.0,0.028000000000000008
1358772300432,91.31666666666666,19.751666666666665,-16.666666666666668,0.010833333333333339
1358772420432,92.11666666666666,16.169999999999998,14.683333333333334,0.02533333333333335
1358772480432,97.23333333333333,16.798333333333332,-4.883333333333334,0.08066666666666664
1358772540432,93.51666666666667,14.691666666666672,9.0,0.061666666666666675
1358772600432,94.0,15.968333333333337,-13.633333333333333,0.053166666666666626
1358772660432,94.15,18.098333333333336,-14.95,0.0838333333333333
1358772720432,93.81666666666666,15.315000000000001,-13.2,0.05316666666666663
1358772780432,100.9,16.98833333333333,0.9666666666666667,0.12883333333333336
1358772840432,108.55,11.551666666666668,32.083333333333336,0.12883333333333333
1358772900432,109.46666666666667,22.95500000000002,7.283333333333333,0.12450000000000001
1358773020432,102.78333333333333,11.413333333333343,-11.8,0.20133333333333336
1358773080432,111.83333333333333,20.93333333333334,-4.116666666666666,0.17833333333333323
1358773140432,107.33333333333333,19.654999999999994,-0.6333333333333333,0.0966666666666666
1358773200432,105.73333333333333,24.77500000000001,-6.816666666666666,0.12250000000000001
1358773320432,107.3,18.138333333333335,-9.9,0.19716666666666663
1358773380432,113.68333333333334,13.050000000000004,-7.183333333333334,0.17033333333333334
1358773440432,111.31666666666666,20.20833333333333,-3.6166666666666667,0.2428333333333333
1358773500432,119.01666666666667,29.65333333333334,8.7,0.2746666666666666
1358773560432,122.41666666666667,14.746666666666668,4.966666666666667,0.15499999999999994
1358773680432,99.6,23.215,-17.333333333333332,0.04333333333333333
1358773740432,96.3,16.428333333333327,-17.883333333333333,0.037333333333333336
1358773800432,93.06666666666666,15.445000000000002,-17.5,0.03683333333333334
1358773860432,97.06666666666666,16.09333333333334,-17.7,0.04583333333333331
1358773920432,96.15,23.20666666666667,-16.133333333333333,0.033000000000000015
1358773980432,98.48333333333333,18.994999999999997,-16.366666666666667,0.049
1358774040432,96.7,19.329999999999995,-17.883333333333333,0.05483333333333331
1358774100432,95.88333333333334,18.254999999999995,-17.633333333333333,0.03000000000000002
1358774160432,110.36666666666666,19.12166666666667,-7.733333333333333,0.16600000000000006
1358774220432,130.86666666666667,20.39333333333333,4.233333333333333,0.18949999999999992
1358774340432,114.05,19.49666666666666,-3.8666666666666667,0.166
1358774400432,141.38333333333333,23.169999999999984,19.583333333333332,0.40783333333333327
1358774460432,140.9,22.516666666666662,33.55,0.27233333333333337
1358774520432,152.51666666666668,16.589999999999996,-5.9,0.2599999999999999
1358774580432,137.86666666666667,24.32333333333334,-6.583333333333333,0.2406666666666666
1358774640432,106.81666666666666,27.636666666666674,-17.316666666666666,0.04366666666666666
1358774700432,98.91666666666667,24.975000000000012,-16.766666666666666,0.03166666666666669
1358774760432,98.96666666666667,22.56500000000001,-16.333333333333332,0.03050000000000002
1358774820432,98.05,22.925000000000008,-16.183333333333334,0.034166666666666685
1358774880432,100.78333333333333,20.44833333333333,-14.233333333333333,0.044166666666666646
1358774940432,113.71666666666667,21.423333333333343,-4.883333333333334,0.20199999999999996
1358775000432,133.66666666666666,16.575000000000003,-4.416666666666667,0.12649999999999995
1358775060432,118.86666666666666,23.716666666666672,-7.716666666666667,0.115
1358775120432,125.0,24.02166666666667,33.65,0.2173333333333333
1358775180432,122.08333333333333,16.523333333333337,-12.216666666666667,0.08316666666666662
1358775300432,131.1,23.058333333333334,-4.25,0.15283333333333335
1358775360432,131.11666666666667,28.013333333333325,-3.5,0.1413333333333333
1358775420432,143.9,18.881666666666664,17.583333333333332,0.2788333333333332
1358775480432,156.41666666666666,19.733333333333334,17.433333333333334,0.3176666666666668
1358775540432,153.21666666666667,20.59666666666666,9.816666666666666,0.18350000000000005
1358775600432,154.5,17.31166666666666,7.416666666666667,0.2033333333333334
1358775660432,145.2,13.980000000000008,8.75,0.2141666666666667
1358775720432,132.51666666666668,13.608333333333338,0.35,0.14699999999999988
1358775840432,155.16666666666666,22.016666666666666,10.716666666666667,0.2861666666666667
1358775900432,154.48333333333332,31.06833333333335,-1.25,0.1513333333333333
1358775960432,138.96666666666667,25.784999999999993,-9.633333333333333,0.059666666666666666
1358776020432,127.25,27.75500000000001,-12.05,0.05266666666666665
1358776140432,121.65,24.739999999999995,-12.25,0.06266666666666665
1358776200432,120.55,26.180000000000014,-12.4,0.0625
1358776260432,130.0,29.306666666666676,-8.766666666666667,0.18016666666666664
1358776380432,127.56666666666666,18.23833333333334,12.116666666666667,0.1401666666666666
1358776440432,132.91666666666666,18.541666666666664,3.5833333333333335,0.21533333333333332
1358776500432,138.81666666666666,11.398333333333332,3.683333333333333,0.2138333333333334
1358776560432,153.21666666666667,22.121666666666673,5.866666666666666,0.2793333333333334
1358776620432,151.36666666666667,17.556666666666665,-5.35,0.12583333333333332
1358776800432,128.35,21.68999999999999,-11.983333333333333,0.04866666666666665
1358776860432,127.98333333333333,25.533333333333324,-13.783333333333333,0.05533333333333333
1358776920432,124.78333333333333,23.675,-10.883333333333333,0.06466666666666664
1358776980432,142.13333333333333,22.681666666666665,-4.316666666666666,0.21000000000000002
1358777040432,131.38333333333333,12.944999999999993,31.133333333333333,0.21483333333333324
1358777100432,135.51666666666668,19.61166666666666,-12.216666666666667,0.05149999999999999
1358777220432,155.03333333333333,26.723333333333347,-3.1666666666666665,0.2216666666666666
1358777280432,135.48333333333332,26.851666666666667,-1.6833333333333333,0.08799999999999994
1358777340432,118.36666666666666,28.378333333333337,-3.7666666666666666,0.06699999999999999
1358777400432,120.9,28.80833333333333,-0.18333333333333332,0.1078333333333333
1358777460432,120.01666666666667,25.115000000000006,-5.366666666666666,0.04983333333333331
1358777520432,114.4,29.901666666666667,-0.38333333333333336,0.09233333333333335
1358777580432,131.93333333333334,31.770000000000003,2.65,0.28183333333333327
1358777640432,117.45,20.328333333333337,-18.966666666666665,0.044666666666666674
1358777700432,102.36666666666666,28.19333333333334,-16.716666666666665,0.03466666666666667
1358777760432,101.73333333333333,26.170000000000005,-17.666666666666668,0.036500000000000005
1358777880432,101.4,22.321666666666662,-15.133333333333333,0.04933333333333332
1358777940432,101.26666666666667,23.543333333333333,-16.483333333333334,0.04633333333333333
1358778000432,101.55,22.42499999999999,-19.083333333333332,0.03283333333333335
1358778060432,122.45,23.403333333333343,-3.6666666666666665,0.22133333333333333
