Time,HR,BR,SkinTemp,Posture,Activity,PeakAccel,BRAmplitude,BRNoise,BRConfidence,ECGAmplitude,ECGNoise,HRConfidence,HRV,GSR,ROGState,ROGTime,VerticalMin,VerticalPeak,LateralMin,LateralPeak,SagittalMin,SagittalPeak,AuxADC1,AuxADC2,AuxADC3
1358759880432,80.91666666666667,17.558333333333334,-3276.799999999997,-73.3,0.010500000000000006,0.038833333333333345,61.6,65535.0,255.0,0.005516000000000003,0.00011266666666666676,100.0,78.81666666666666,65535.0,1.0,690.5,-0.31700000000000006,-0.2328333333333335,-0.05400000000000003,0.016500000000000008,0.9651666666666666,1.0119999999999998,432.9,444.8,514.4666666666667
1358759940432,79.8,15.841666666666667,-3276.799999999997,-74.13333333333334,0.010666666666666673,0.043000000000000003,54.03333333333333,65535.0,255.0,0.005484666666666667,0.00012166666666666679,100.0,79.2,65535.0,1.0,750.5,-0.314,-0.23000000000000026,-0.06483333333333334,0.012166666666666675,0.957333333333333,1.0149999999999997,433.6,445.4,515.1
1358760000432,79.96666666666667,15.22833333333333,-3276.799999999997,-74.2,0.012000000000000007,0.045666666666666675,68.61666666666666,65535.0,255.0,0.005521666666666665,0.00015366666666666656,100.0,51.36666666666667,65535.0,1.0,810.5,-0.31383333333333335,-0.23066666666666685,-0.07766666666666665,0.003666666666666667,0.9585000000000002,1.0119999999999998,434.0,446.2,514.9
1358760060432,82.63333333333334,15.82666666666666,-3276.799999999997,-73.23333333333333,0.013166666666666677,0.04366666666666666,67.85,65535.0,255.0,0.005489999999999998,0.00013433333333333345,100.0,34.05,65535.0,1.5,649.0,-0.31733333333333336,-0.23566666666666677,-0.07616666666666667,0.005666666666666669,0.962,1.008333333333333,435.03333333333336,445.8666666666667,514.9833333333333
1358760120432,78.35,19.0,-3276.799999999997,-73.0,0.011500000000000007,0.04133333333333334,45.983333333333334,65535.0,255.0,0.005447333333333333,0.00011233333333333344,100.0,29.95,65535.0,3.0,44.5,-0.32166666666666666,-0.23883333333333345,-0.07933333333333334,0.0041666666666666675,0.9603333333333333,1.0074999999999996,434.6166666666667,445.56666666666666,514.0
1358760180432,79.05,18.03333333333334,-3276.799999999997,-73.56666666666666,0.012666666666666675,0.044000000000000004,62.45,65535.0,255.0,0.005445333333333332,0.00011633333333333344,100.0,29.183333333333334,65535.0,3.0,104.5,-0.3170000000000001,-0.23300000000000018,-0.08600000000000002,-0.0015000000000000002,0.9583333333333333,1.0103333333333329,435.1666666666667,446.01666666666665,514.7333333333333
1358760240432,94.9,16.518333333333338,-3276.799999999997,-25.783333333333335,0.1803333333333333,0.31233333333333324,86.9,65535.0,255.0,0.005124333333333333,0.0002226666666666667,100.0,49.28333333333333,65535.0,1.6333333333333333,59.266666666666666,-0.9048333333333333,-0.5708333333333335,-0.0626666666666667,0.193,0.17466666666666647,0.5006666666666669,435.3833333333333,445.6166666666667,513.8666666666667
1358760300432,102.75,12.405000000000003,-3276.799999999997,7.816666666666666,0.16916666666666672,0.2905,108.51666666666667,65535.0,255.0,0.0049503333333333335,0.000379,99.95,89.61666666666666,65535.0,1.0,70.5,-1.0455,-0.7968333333333334,-0.09599999999999999,0.16833333333333328,-0.22933333333333333,0.03500000000000003,433.18333333333334,442.35,513.7666666666667
1358760360432,97.8,12.873333333333331,-3276.799999999997,5.083333333333333,0.15649999999999986,0.2748333333333333,102.1,65535.0,255.0,0.004943666666666666,0.00035433333333333345,93.08333333333333,79.06666666666666,65535.0,1.0,130.5,-1.061833333333334,-0.8333333333333331,-0.08,0.19433333333333339,-0.20133333333333317,0.08199999999999998,438.0833333333333,449.3,514.65
1358760420432,98.36666666666666,20.696666666666676,-3276.799999999997,-5.983333333333333,0.10950000000000003,0.19549999999999995,107.31666666666666,65535.0,255.0,0.00486,0.0003656666666666666,97.68333333333334,37.53333333333333,65535.0,1.0,190.5,-1.0656666666666668,-0.8971666666666663,-0.08566666666666668,0.11699999999999999,-0.010333333333333332,0.19800000000000004,436.75,446.96666666666664,515.1666666666666
1358760480432,103.1,16.436666666666667,-3276.799999999997,-10.4,0.25516666666666654,0.5286666666666667,136.16666666666666,65535.0,255.0,0.005119666666666666,0.0002636666666666667,100.0,30.2,65535.0,1.0,250.5,-1.472333333333333,-0.6488333333333335,-0.10016666666666665,0.2901666666666667,-0.08516666666666665,0.3848333333333334,434.1,443.7,512.6166666666667
1358760540432,100.01666666666667,16.735000000000003,-3276.799999999997,21.1,0.14633333333333334,0.2701666666666667,123.83333333333333,65535.0,255.0,0.0049546666666666645,0.0003046666666666668,100.0,28.616666666666667,65535.0,1.0,310.5,-0.9680000000000005,-0.7548333333333337,-0.03816666666666666,0.14199999999999996,-0.4709999999999999,-0.18833333333333338,437.8333333333333,448.01666666666665,514.9333333333333
1358760600432,99.01666666666667,26.223333333333343,-3276.799999999997,32.833333333333336,0.09149999999999998,0.181,115.9,65535.0,255.0,0.004991666666666667,0.0002933333333333335,100.0,23.683333333333334,65535.0,1.0,370.5,-0.877,-0.7040000000000002,-0.09883333333333334,0.03266666666666666,-0.5864999999999998,-0.3596666666666667,436.4166666666667,447.0833333333333,513.35
1358760660432,103.76666666666667,26.771666666666654,-3276.799999999997,1.6166666666666667,0.19816666666666657,0.384,138.56666666666666,65535.0,255.0,0.005164333333333332,0.0003226666666666667,100.0,23.7,65535.0,1.0,430.5,-1.2221666666666662,-0.7231666666666668,-0.11050000000000003,0.17950000000000005,-0.18966666666666665,0.16566666666666663,432.9,441.71666666666664,512.6
1358760720432,103.81666666666666,21.039999999999996,-3276.799999999997,-8.1,0.27616666666666667,0.49283333333333335,184.9,65535.0,255.0,0.005208999999999997,0.000327,100.0,24.616666666666667,65535.0,1.0,490.5,-1.4561666666666668,-0.6226666666666667,-0.11633333333333334,0.25283333333333347,-0.14833333333333334,0.4550000000000001,439.18333333333334,449.76666666666665,514.5333333333333
1358760780432,98.41666666666667,22.020000000000003,-3276.799999999997,-1.95,0.08583333333333319,0.1589999999999996,162.4,65535.0,255.0,0.005298666666666665,0.00019033333333333332,100.0,23.85,65535.0,1.0,550.5,-1.133500000000001,-0.8931666666666663,-0.03950000000000006,0.14200000000000007,-0.06933333333333339,0.13916666666666658,438.21666666666664,447.53333333333336,514.2333333333333
1358760840432,93.41666666666667,17.381666666666668,-3276.799999999997,-4.383333333333334,0.06666666666666667,0.13350000000000004,138.46666666666667,65535.0,255.0,0.005271999999999999,0.00017866666666666682,100.0,31.716666666666665,65535.0,1.0,610.5,-1.0951666666666673,-0.9115000000000001,-0.04366666666666666,0.08649999999999997,-0.010666666666666658,0.16233333333333336,438.5833333333333,449.85,514.3833333333333
1358760900432,104.71666666666667,26.998333333333342,-3276.799999999997,-10.433333333333334,0.33749999999999997,0.6058333333333336,128.25,65535.0,255.0,0.005438666666666666,0.0003233333333333335,100.0,36.31666666666667,65535.0,1.0,670.5,-1.588666666666667,-0.48983333333333345,-0.15700000000000008,0.24233333333333348,-0.14516666666666664,0.542,436.95,447.06666666666666,513.3
1358760960432,105.16666666666667,27.34333333333333,-3276.799999999997,-9.283333333333333,0.3826666666666669,0.7123333333333332,106.25,65535.0,255.0,0.0053436666666666684,0.0003303333333333333,100.0,39.1,65535.0,1.0,730.5,-1.724333333333333,-0.4013333333333334,-0.13900000000000004,0.28616666666666674,-0.22683333333333333,0.5515,436.98333333333335,446.9166666666667,513.7833333333333
1358761020432,108.91666666666667,25.638333333333335,-3276.799999999997,-8.25,0.3616666666666666,0.6268333333333331,117.25,65535.0,255.0,0.005475,0.00031600000000000004,100.0,26.916666666666668,65535.0,1.0,790.5,-1.6248333333333334,-0.43883333333333346,-0.13766666666666666,0.26883333333333337,-0.2305,0.5278333333333334,438.0,448.46666666666664,513.5333333333333
1358761080432,115.73333333333333,25.78166666666667,-3276.799999999997,-6.366666666666666,0.353,0.6244999999999999,137.41666666666666,65535.0,255.0,0.005319666666666667,0.0002810000000000001,100.0,18.966666666666665,65535.0,1.0,850.5,-1.6196666666666664,-0.45599999999999985,-0.1405,0.2605000000000001,-0.2756666666666667,0.45,437.81666666666666,448.05,513.65
1358761140432,128.3,26.59,-3276.799999999997,-7.466666666666667,0.259,0.4948333333333334,176.01666666666668,65535.0,255.0,0.005346000000000001,0.00031366666666666663,98.73333333333333,35.06666666666667,65535.0,1.0,910.5,-1.4666666666666672,-0.6501666666666666,-0.1595,0.2235,-0.1633333333333333,0.38066666666666676,442.35,453.75,515.7
1358761200432,110.83333333333333,18.52666666666666,-3276.799999999997,-14.3,0.0866666666666666,0.18149999999999988,224.43333333333334,65535.0,255.0,0.005390666666666668,0.0004093333333333335,100.0,34.61666666666667,65535.0,1.0,970.5,-1.1075000000000002,-0.891666666666667,-0.040166666666666656,0.12283333333333332,0.1641666666666667,0.3611666666666667,440.5833333333333,450.53333333333336,517.0833333333334
1358761260432,101.98333333333333,23.95666666666667,-3276.799999999997,-2.5833333333333335,0.07349999999999997,0.14433333333333329,138.03333333333333,65535.0,255.0,0.005001666666666668,0.000344,100.0,54.516666666666666,65535.0,1.0,1030.5,-1.0411666666666668,-0.9210000000000006,-0.05899999999999999,0.08399999999999999,-0.034666666666666665,0.12016666666666657,438.9166666666667,448.98333333333335,513.85
1358761320432,101.08333333333333,23.476666666666674,-3276.799999999997,-7.833333333333333,0.0795,0.16449999999999998,138.16666666666666,65535.0,255.0,0.005076666666666665,0.0003993333333333333,100.0,46.86666666666667,65535.0,1.0,1090.5,-1.061166666666667,-0.9305000000000005,-0.039999999999999994,0.13249999999999998,0.04716666666666666,0.2170000000000001,440.6333333333333,451.73333333333335,515.4666666666667
1358761380432,104.15,23.180000000000014,-3276.799999999997,-10.4,0.18233333333333335,0.3255,175.66666666666666,65535.0,255.0,0.0053029999999999996,0.0003573333333333334,100.0,30.733333333333334,65535.0,1.0,1150.5,-1.2573333333333336,-0.8161666666666666,-0.11133333333333337,0.2211666666666668,0.002000000000000013,0.3366666666666666,437.1166666666667,446.8833333333333,513.8166666666667
1358761440432,98.53333333333333,20.42666666666667,-3276.799999999997,-12.55,0.029000000000000005,0.06283333333333328,158.9,65535.0,255.0,0.005306,0.00024366666666666672,100.0,32.68333333333333,65535.0,1.0,1210.5,-1.0143333333333333,-0.9490000000000006,-0.0014999999999999896,0.08766666666666671,0.19150000000000011,0.25266666666666665,440.76666666666665,451.28333333333336,515.7166666666667
1358761500432,93.65,20.13666666666666,-3276.799999999997,-13.383333333333333,0.03966666666666663,0.08450000000000002,147.0,65535.0,255.0,0.005425333333333333,0.00023799999999999998,100.0,46.36666666666667,65535.0,1.0,1270.5,-1.0396666666666667,-0.9290000000000009,-0.06766666666666668,0.04816666666666666,0.19200000000000006,0.2779999999999999,438.45,448.1333333333333,514.1333333333333
1358761560432,95.15,20.29,-3276.799999999997,-13.216666666666667,0.04666666666666659,0.10049999999999999,146.2,65535.0,255.0,0.0054526666666666656,0.00021733333333333332,100.0,46.96666666666667,65535.0,1.0,1330.5,-1.0376666666666667,-0.931833333333334,-0.05266666666666667,0.092,0.19283333333333338,0.2733333333333333,439.85,450.31666666666666,516.2
1358761620432,95.75,16.978333333333328,-3276.799999999997,-13.5,0.050666666666666624,0.10883333333333335,138.05,65535.0,255.0,0.005471000000000002,0.00020566666666666666,100.0,32.166666666666664,65535.0,1.0,1390.5,-1.0399999999999996,-0.9320000000000007,-0.08050000000000003,0.06383333333333335,0.1858333333333334,0.2959999999999999,439.76666666666665,450.78333333333336,515.3166666666667
1358761680432,96.25,17.888333333333335,-3276.799999999997,-13.166666666666666,0.036666666666666674,0.08449999999999996,140.18333333333334,65535.0,255.0,0.005366000000000001,0.000225,100.0,27.183333333333334,65535.0,1.6666666666666667,963.5,-1.028,-0.9403333333333339,-0.09833333333333338,0.023999999999999997,0.1976666666666667,0.2755000000000001,439.55,449.1333333333333,514.7666666666667
1358761740432,99.55,19.608333333333334,-3276.799999999997,-12.85,0.050666666666666624,0.10350000000000001,147.03333333333333,65535.0,255.0,0.005442666666666668,0.0002326666666666666,100.0,28.933333333333334,65535.0,3.0,49.5,-1.0531666666666666,-0.9253333333333338,-0.061500000000000006,0.08116666666666666,0.16583333333333342,0.2764999999999999,439.6666666666667,449.93333333333334,515.4666666666667
1358761800432,97.98333333333333,23.95833333333335,-3276.799999999997,-13.066666666666666,0.08666666666666667,0.18833333333333332,136.08333333333334,65535.0,255.0,0.005345666666666669,0.0002466666666666668,100.0,30.75,65535.0,3.0,109.5,-1.1275000000000004,-0.8875,-0.11966666666666669,0.08499999999999998,0.12800000000000003,0.3371666666666667,439.26666666666665,448.65,515.8833333333333
1358761860432,97.56666666666666,24.046666666666674,-3276.799999999997,-14.233333333333333,0.0913333333333333,0.17566666666666667,250.63333333333333,65535.0,255.0,0.005199333333333333,0.00043100000000000007,98.75,29.8,65535.0,3.0,169.5,-1.089,-0.8915000000000004,-0.027166666666666648,0.17366666666666658,0.16450000000000012,0.3153333333333332,440.6333333333333,451.3,514.5
1358761920432,96.41666666666667,21.205,-3276.799999999997,-14.15,0.05533333333333327,0.11950000000000004,161.5,65535.0,255.0,0.005105666666666669,0.0002636666666666667,100.0,27.916666666666668,65535.0,3.0,229.5,-1.0484999999999995,-0.920333333333334,-0.07083333333333333,0.07666666666666665,0.19783333333333342,0.31633333333333347,440.78333333333336,451.1,515.4666666666667
1358761980432,97.6,20.86333333333333,-3276.799999999997,-13.716666666666667,0.057999999999999975,0.12500000000000006,177.91666666666666,65535.0,255.0,0.0054396666666666664,0.00025633333333333335,100.0,23.966666666666665,65535.0,3.0,289.5,-1.0461666666666665,-0.9175000000000002,-0.09616666666666668,0.063,0.18533333333333335,0.30249999999999994,440.6166666666667,450.73333333333335,515.6333333333333
1358762040432,95.55,17.993333333333332,-3276.799999999997,-21.983333333333334,0.038833333333333345,0.08333333333333329,123.5,65535.0,255.0,0.005656333333333333,0.0002683333333333335,100.0,21.05,65535.0,3.0,349.5,-0.9731666666666664,-0.8979999999999994,-0.16383333333333333,-0.07216666666666666,0.3198333333333334,0.42016666666666663,439.8833333333333,449.7,515.0833333333334
1358762100432,97.31666666666666,15.951666666666672,-3276.799999999997,-13.516666666666667,0.033999999999999996,0.08016666666666668,175.21666666666667,65535.0,255.0,0.0052713333333333345,0.00024599999999999996,100.0,21.55,65535.0,3.0,409.5,-1.0186666666666666,-0.9385000000000002,-0.04866666666666667,0.06400000000000002,0.20183333333333348,0.27599999999999986,438.78333333333336,448.43333333333334,514.9
1358762160432,98.75,21.43333333333333,-3276.799999999997,-13.75,0.05283333333333332,0.10583333333333331,156.4,65535.0,255.0,0.005266000000000002,0.00023233333333333328,100.0,22.083333333333332,65535.0,3.0,469.5,-1.0433333333333334,-0.9313333333333337,-0.06733333333333331,0.0855,0.2015000000000001,0.2895,439.1,449.1333333333333,514.05
1358762220432,96.05,21.04500000000001,-3276.799999999997,-14.883333333333333,0.027166666666666676,0.063,142.5,65535.0,255.0,0.005312333333333334,0.00020500000000000008,100.0,23.283333333333335,65535.0,3.0,529.5,-1.0119999999999998,-0.9435000000000002,-0.04683333333333331,0.053166666666666654,0.20033333333333317,0.2601666666666668,439.51666666666665,449.6666666666667,514.6
1358762280432,101.21666666666667,24.85000000000001,-3276.799999999997,-13.516666666666667,0.11499999999999998,0.22283333333333333,184.91666666666666,65535.0,255.0,0.0051063333333333325,0.0004203333333333333,99.86666666666666,22.183333333333334,65535.0,2.066666666666667,313.23333333333335,-1.1698333333333333,-0.8373333333333332,-0.019333333333333327,0.20800000000000007,0.11883333333333339,0.31400000000000006,438.9,449.18333333333334,514.15
1358762340432,104.7,18.433333333333344,-3276.799999999997,-11.35,0.21883333333333327,0.4016666666666669,237.23333333333332,65535.0,255.0,0.0049949999999999994,0.0004930000000000001,98.31666666666666,27.233333333333334,65535.0,1.0,57.5,-1.3784999999999996,-0.6990000000000002,-0.1021666666666667,0.23766666666666675,-0.04099999999999997,0.4096666666666667,438.3333333333333,447.25,513.9
1358762400432,98.71666666666667,16.621666666666666,-3276.799999999997,-11.9,0.06416666666666668,0.1355,172.7,65535.0,255.0,0.005372333333333335,0.00024066666666666673,100.0,27.783333333333335,65535.0,1.0,117.5,-1.0751666666666668,-0.9246666666666671,-0.01933333333333333,0.14466666666666664,0.1441666666666666,0.2775000000000001,440.76666666666665,450.48333333333335,514.9333333333333
1358762460432,101.08333333333333,20.314999999999998,-3276.799999999997,-12.15,0.1071666666666666,0.20733333333333342,147.0,65535.0,255.0,0.0051886666666666695,0.00032666666666666684,100.0,25.216666666666665,65535.0,1.0,177.5,-1.131,-0.8758333333333334,-0.06266666666666668,0.1768333333333333,0.10883333333333335,0.31766666666666676,441.1666666666667,451.3833333333333,514.4166666666666
1358762520432,97.38333333333334,16.416666666666664,-3276.799999999997,-16.8,0.07583333333333334,0.148,171.63333333333333,65535.0,255.0,0.005402,0.00033933333333333336,100.0,27.55,65535.0,1.0,237.5,-1.0155,-0.903,-0.034000000000000016,0.10866666666666665,0.20233333333333342,0.3516666666666667,439.3333333333333,448.8833333333333,515.5166666666667
1358762580432,92.5,19.108333333333334,-3276.799999999997,-16.65,0.027166666666666676,0.06449999999999995,93.73333333333333,65535.0,255.0,0.005623333333333333,0.00030700000000000014,100.0,29.333333333333332,65535.0,1.0,297.5,-0.9996666666666664,-0.9201666666666667,-0.19000000000000003,-0.11100000000000002,0.21050000000000013,0.2856666666666666,440.1333333333333,449.4,514.3833333333333
1358762640432,95.53333333333333,17.175,-3276.799999999997,-16.533333333333335,0.05649999999999998,0.11183333333333333,139.66666666666666,65535.0,255.0,0.005495333333333334,0.00044633333333333347,99.78333333333333,30.766666666666666,65535.0,1.0,357.5,-1.0041666666666667,-0.8985000000000002,-0.21416666666666667,-0.09550000000000007,0.16116666666666676,0.2801666666666666,438.3833333333333,448.65,513.5166666666667
1358762700432,101.16666666666667,20.17333333333332,-3276.799999999997,-10.6,0.08550000000000003,0.16966666666666663,160.38333333333333,65535.0,255.0,0.0051540000000000015,0.0004703333333333334,99.88333333333334,32.43333333333333,65535.0,1.0,417.5,-1.0445000000000002,-0.9079999999999998,-0.019666666666666652,0.14750000000000005,0.10916666666666669,0.2770000000000001,443.8333333333333,455.8,515.9833333333333
1358762760432,93.75,17.165000000000006,-3276.799999999997,-12.766666666666667,0.03799999999999999,0.08133333333333333,87.03333333333333,65535.0,255.0,0.0052376666666666665,0.00019199999999999995,100.0,33.733333333333334,65535.0,1.0,477.5,-1.0226666666666673,-0.9413333333333338,-0.09133333333333334,0.008499999999999999,0.1741666666666668,0.2481666666666667,440.95,450.43333333333334,514.8833333333333
1358762820432,96.0,17.810000000000006,-3276.799999999997,-9.666666666666666,0.08833333333333328,0.1608333333333333,121.06666666666666,65535.0,255.0,0.005239999999999998,0.0002246666666666666,100.0,31.416666666666668,65535.0,1.0,537.5,-1.0551666666666668,-0.9188333333333333,-0.017666666666666664,0.11599999999999996,0.0926666666666667,0.22616666666666668,439.7,448.9,514.7833333333333
1358762880432,95.2,18.631666666666668,-3276.799999999997,-13.7,0.03766666666666667,0.08166666666666662,95.51666666666667,65535.0,255.0,0.005500666666666663,0.0002466666666666667,100.0,30.483333333333334,65535.0,1.0,597.5,-1.0154999999999998,-0.9163333333333337,-0.17266666666666666,-0.08900000000000001,0.14600000000000005,0.2508333333333334,439.3,448.3,514.6333333333333
1358762940432,94.11666666666666,20.10666666666667,-3276.799999999997,-13.166666666666666,0.03750000000000001,0.08183333333333333,81.11666666666666,65535.0,255.0,0.005502333333333336,0.00030433333333333354,100.0,26.266666666666666,65535.0,1.0,657.5,-1.017,-0.9353333333333337,-0.09783333333333336,0.015000000000000001,0.18850000000000008,0.2733333333333334,438.8833333333333,447.7,514.5
1358763000432,101.66666666666667,30.52666666666666,-3276.799999999997,-12.616666666666667,0.12266666666666669,0.22766666666666663,174.65,65535.0,255.0,0.0049253333333333345,0.0004930000000000001,100.0,29.283333333333335,65535.0,1.8666666666666667,404.6333333333333,-1.1055000000000001,-0.8820000000000001,-0.10733333333333338,0.16433333333333333,0.11533333333333333,0.3251666666666667,440.1166666666667,450.3833333333333,515.35
1358763060432,93.91666666666667,21.43166666666667,-3276.799999999997,-12.583333333333334,0.027666666666666676,0.06599999999999999,120.58333333333333,65535.0,255.0,0.005138,0.00023333333333333336,100.0,28.6,65535.0,3.0,55.5,-1.0148333333333333,-0.9510000000000006,-0.009833333333333331,0.08666666666666664,0.1916666666666668,0.26600000000000007,439.68333333333334,449.1166666666667,514.5833333333334
1358763120432,89.86666666666666,16.156666666666666,-3276.799999999997,-13.733333333333333,0.02000000000000001,0.06083333333333332,113.53333333333333,65535.0,255.0,0.005521666666666665,0.00021366666666666656,100.0,34.3,65535.0,3.0,115.5,-1.014833333333333,-0.9413333333333341,-0.08200000000000002,0.012833333333333337,0.22033333333333346,0.2853333333333333,438.35,447.1,513.2833333333333
1358763180432,95.56666666666666,16.233333333333327,-3276.799999999997,-16.416666666666668,0.044499999999999984,0.093,113.63333333333334,65535.0,255.0,0.005330333333333337,0.000216,100.0,38.1,65535.0,3.0,175.5,-1.0024999999999997,-0.9245000000000004,-0.01416666666666666,0.09350000000000001,0.23983333333333345,0.3586666666666666,439.6333333333333,448.03333333333336,514.5333333333333
1358763240432,95.46666666666667,15.401666666666669,-3276.799999999997,-13.633333333333333,0.0388333333333333,0.09283333333333331,100.35,65535.0,255.0,0.005424999999999999,0.0002056666666666666,100.0,34.0,65535.0,3.0,235.5,-1.0295000000000003,-0.9313333333333342,-0.0026666666666666635,0.0875,0.20283333333333348,0.3058333333333334,439.3,449.48333333333335,513.8333333333334
1358763300432,97.43333333333334,15.836666666666668,-3276.799999999997,-14.483333333333333,0.04733333333333333,0.10449999999999994,108.28333333333333,65535.0,255.0,0.005489333333333334,0.00020333333333333333,100.0,32.96666666666667,65535.0,3.0,295.5,-1.0244999999999995,-0.9243333333333335,-0.1121666666666667,0.006833333333333333,0.1996666666666667,0.3155,442.0833333333333,451.93333333333334,515.5666666666667
1358763360432,94.95,18.505000000000003,-3276.799999999997,-13.2,0.03616666666666667,0.07866666666666665,124.8,65535.0,255.0,0.005333333333333332,0.0002403333333333333,100.0,26.583333333333332,65535.0,3.0,355.5,-1.0259999999999998,-0.9381666666666671,-0.024833333333333332,0.09166666666666663,0.20350000000000013,0.2783333333333333,439.3333333333333,449.03333333333336,513.8666666666667
1358763420432,95.51666666666667,20.048333333333325,-3276.799999999997,-15.116666666666667,0.03466666666666665,0.08149999999999996,116.66666666666667,65535.0,255.0,0.005355666666666669,0.00024199999999999995,100.0,25.433333333333334,65535.0,3.0,415.5,-1.010666666666666,-0.9280000000000003,-0.09433333333333337,0.01683333333333332,0.2250000000000001,0.30733333333333335,438.51666666666665,447.76666666666665,514.05
1358763480432,99.5,23.56,-3276.799999999997,-12.883333333333333,0.14350000000000002,0.2743333333333334,139.16666666666666,65535.0,255.0,0.005271666666666667,0.00046400000000000006,98.08333333333333,32.05,65535.0,2.8,425.5,-1.2305000000000004,-0.8086666666666668,-0.12833333333333338,0.13183333333333336,0.05400000000000007,0.36783333333333335,438.05,447.51666666666665,515.3166666666667
1358763540432,111.1,31.061666666666657,-3276.799999999997,-10.066666666666666,0.284,0.5466666666666667,135.7,65535.0,255.0,0.004725333333333331,0.0007266666666666667,92.2,43.9,65535.0,1.0,35.5,-1.5511666666666666,-0.6161666666666669,-0.13649999999999998,0.24250000000000013,-0.18166666666666673,0.48416666666666663,440.48333333333335,450.8333333333333,515.35
